review,rating
"i literally can't play the game, it's stuck on the loading whenever i open it, it never loads, my phone isn't old or anything",1
gameplay is alright. I don't really like the mascot. I do not like how gameplay is split into levels and how you only have so many moves. got bored after level 4.,3
"way too many ads. so many ads, and difficult to skip past. Giving up and uninstalling.",1
so many ads in between every level and every now and then a pop up comes up on my browser app which is clearly a phishing attempt. if this is whats become of the tetris trademark its really sad and disappointing,1
app kept crashing nice job 😕😞 developers fresh out of college need more practice before getting hired for a business,1
"The app has a mind of its own, doesn't matter what you press or how you maneuver the blocks, it will do whatever it wants do. Years later I can still say that the app does its own moves regardless of how you maneuver or switch. Edit: I dropped the rating to a one star because I can see that it's 100% pre programmed and designed to keep you playing. Subs happen when my fingers aren't even near the sub.",1
"game doesn't open.. update: did all that, still doesn't open",1
"A solid waiting simulator with variety. I love this waiting simulator. It also has lots of variety, you can wait watching ads, you can wait while it connects to online services, you can wait while it gives you an error message asking you to restart the game. All sorts of will testing. It really tests your patience and make you a better man.",5
Too many adds - just want to play ONE GAME,2
gets stuck on ads and can't continue play,1
"too many ads, doesn't always move where you want it to, sensitivity setting doesn't really help. just go back to original, all the extra stuff is annoying",2
"Loaded for too long, & then wouldn't even start. Remember when smartphones didn't exist & Tetris played smoothly on those 2008 phones? This version makes me miss that.",1
best game teris,5
great classic game but too many ads,3
"There is an ad every single time before Marathon mode. The ads are really really hard to avoid interacting with--as in, you have to click on them and then say ""not interested."" It's $2.99 per month to not have ads, which is really expensive for a really simple game. I love Tetris, but all of the stupid ads that don't have an obvious way to ""x"" them out or some sort of timer so you know how long they will be really, really sucks.",1
it's fun but the amount of ads is terrible,3
choppy,1
"i have been playing tetris for about 3 months now, the fact is it is completely money-centric . They play ads if you win the game, lose the game and in between the game. Imagine the effect it will have if you give your kids this game to play, bombarded with ads. And the game is so rigged to the point they use the psychology where players win few games, they exit the app.To avoid that they purposely won't let you win the games leading that same feeling as in gambling to play more",1
"I liked this at first but I'm too attached to the original Tetris game I guess. When it got to a timed level, that was it for me. I uninstalled right away. I don't got time for that drama.",2
Was having a great time until around level 39...ads started between EVERY level. I get needing ads to keel the game free...but there are TOOOO MANY.,1
"Update, I was in the middle of a level & it switched to a web browser to show an ad. Way to ruin a classic game. Cons: Constant ad interruptions. Getting rid of ads is a monthly fee. Only level based play, can't play classic Tetris. Pros: Tetris, of a sort.",1
"It's honestly a pretty good mobile version of Tetris. But, like other mobile games it engages in the practice of ads and passes. You can't even permanently remove ads, you have to pay monthly. It has a cool marathon mode but you have to watch an ad before you play it. There's a ""VIP"" system which you can use mostly for rewards in Las Vegas. I'm not really interested in any of that. I'd rather use my points to purchase free frames, pfps, or backgrounds. The pop ups for events are annoying too.",3
